date,year,month,station,state,zone,aqi,category,pm25_ugm3,pm10_ugm3,no2_ugm3,so2_ugm3,co_mgm3,o3_ugm3,dominant_pollutant
2020-01-17,2020,1,Lucknow,UP,North,343,Very Poor,126.2,258.8,52.6,18.5,4.64,36.7,PM2.5
2020-01-18,2020,1,Lucknow,UP,North,69,Satisfactory,32.2,50.6,14.9,8.1,1.77,23.7,PM2.5
2020-01-19,2020,1,Lucknow,UP,North,335,Very Poor,178.8,287.7,62.7,24.2,4.9,42.8,PM2.5
2020-01-20,2020,1,Lucknow,UP,North,317,Very Poor,135.4,226.3,47.3,39.0,5.39,36.9,PM2.5
2020-01-21,2020,1,Lucknow,UP,North,154,Moderate,73.2,125.8,26.4,8.2,2.84,49.9,PM2.5
2020-01-22,2020,1,Lucknow,UP,North,158,Moderate,77.3,137.3,32.5,12.1,2.16,43.1,PM2.5
2020-01-23,2020,1,Lucknow,UP,North,348,Very Poor,141.9,331.0,68.7,23.9,5.72,40.6,PM2.5
2020-01-24,2020,1,Lucknow,UP,North,137,Moderate,51.7,112.8,28.9,6.9,3.37,54.6,PM2.5
2020-01-25,2020,1,Lucknow,UP,North,258,Poor,136.7,219.6,39.2,27.4,6.04,61.8,PM2.5
2020-01-26,2020,1,Lucknow,UP,North,231,Poor,96.9,203.0,39.3,20.4,3.23,85.5,PM2.5
2020-01-27,2020,1,Lucknow,UP,North,191,Moderate,88.0,171.1,37.0,13.4,2.37,61.6,PM2.5
2020-01-28,2020,1,Lucknow,UP,North,90,Satisfactory,35.5,71.7,16.7,5.6,2.24,50.5,PM2.5
2020-01-29,2020,1,Lucknow,UP,North,156,Moderate,83.2,141.5,25.1,9.3,2.2,51.7,PM2.5
2020-01-30,2020,1,Lucknow,UP,North,105,Moderate,38.8,73.3,17.0,6.2,1.67,50.2,PM2.5
2020-01-31,2020,1,Lucknow,UP,North,180,Moderate,69.3,142.2,35.9,22.3,4.55,52.6,PM2.5
2020-02-01,2020,2,Lucknow,UP,North,86,Satisfactory,32.5,55.1,19.0,7.2,1.17,48.8,PM2.5
2020-02-02,2020,2,Lucknow,UP,North,112,Moderate,47.5,94.2,15.7,14.6,2.15,36.3,PM10
2020-02-03,2020,2,Lucknow,UP,North,98,Satisfactory,38.2,76.2,22.2,12.1,2.49,57.2,PM2.5
2020-02-04,2020,2,Lucknow,UP,North,107,Moderate,45.2,97.3,19.2,14.7,2.45,51.0,PM10
2020-02-05,2020,2,Lucknow,UP,North,114,Moderate,49.3,77.2,22.9,16.8,2.4,68.7,NO2
2020-02-06,2020,2,Lucknow,UP,North,166,Moderate,85.9,151.0,32.3,15.7,4.07,41.1,NO2
2020-02-07,2020,2,Lucknow,UP,North,161,Moderate,69.9,117.5,25.7,20.5,3.83,48.9,PM10
2020-02-08,2020,2,Lucknow,UP,North,130,Moderate,65.3,95.7,29.2,17.8,3.06,63.0,PM2.5
2020-02-09,2020,2,Lucknow,UP,North,147,Moderate,65.0,98.7,31.1,17.2,1.82,33.8,PM2.5
2020-02-10,2020,2,Lucknow,UP,North,90,Satisfactory,38.6,78.3,22.8,8.2,1.6,84.8,PM2.5
2020-02-11,2020,2,Lucknow,UP,North,119,Moderate,63.7,87.5,30.4,14.9,2.8,30.1,PM2.5
2020-02-12,2020,2,Lucknow,UP,North,83,Satisfactory,35.3,66.4,20.5,10.9,1.47,45.3,PM2.5
2020-02-13,2020,2,Lucknow,UP,North,126,Moderate,67.7,81.0,19.8,16.1,2.03,19.1,PM10
2020-02-14,2020,2,Lucknow,UP,North,80,Satisfactory,39.8,63.5,14.5,4.7,1.11,70.5,NO2
2020-02-15,2020,2,Lucknow,UP,North,242,Poor,118.0,221.4,36.7,28.4,6.07,50.3,PM10
2020-02-16,2020,2,Lucknow,UP,North,43,Good,18.4,38.2,10.1,6.0,0.54,79.5,PM2.5
2020-02-17,2020,2,Lucknow,UP,North,253,Poor,112.3,210.3,43.8,23.4,4.5,44.5,PM2.5
2020-02-18,2020,2,Lucknow,UP,North,47,Good,17.8,39.7,9.3,6.1,0.69,83.7,PM10
2020-02-19,2020,2,Lucknow,UP,North,116,Moderate,58.2,95.0,21.6,12.6,1.44,94.0,PM2.5
2020-02-20,2020,2,Lucknow,UP,North,76,Satisfactory,32.9,67.3,16.1,4.9,1.47,13.9,NO2
2020-02-21,2020,2,Lucknow,UP,North,153,Moderate,58.0,109.2,31.2,13.3,2.86,48.6,PM10
2020-02-22,2020,2,Lucknow,UP,North,118,Moderate,54.8,95.3,22.9,15.9,2.88,84.9,PM2.5
2020-02-23,2020,2,Lucknow,UP,North,105,Moderate,41.0,91.3,17.8,10.1,1.77,32.3,PM2.5
2020-02-24,2020,2,Lucknow,UP,North,94,Satisfactory,48.1,61.4,13.7,13.8,2.08,91.0,NO2
2020-02-25,2020,2,Lucknow,UP,North,162,Moderate,86.0,110.2,41.3,15.9,2.74,66.2,PM10
2020-02-26,2020,2,Lucknow,UP,North,84,Satisfactory,45.0,55.0,16.8,9.2,1.41,37.4,PM10
2020-02-27,2020,2,Lucknow,UP,North,121,Moderate,60.5,88.4,23.6,7.4,1.49,12.4,NO2
2020-02-28,2020,2,Lucknow,UP,North,131,Moderate,49.1,118.8,22.1,12.4,2.96,35.9,NO2
2020-02-29,2020,2,Lucknow,UP,North,212,Poor,110.5,151.1,35.2,21.2,5.32,73.2,PM10
2020-03-01,2020,3,Lucknow,UP,North,97,Satisfactory,39.0,91.5,22.3,10.1,1.91,52.2,PM10
2020-03-02,2020,3,Lucknow,UP,North,120,Moderate,47.9,77.5,24.7,10.2,2.34,69.1,PM10
2020-03-03,2020,3,Lucknow,UP,North,156,Moderate,61.3,127.3,25.7,9.7,4.15,58.3,NO2
2020-03-04,2020,3,Lucknow,UP,North,63,Satisfactory,31.0,48.9,9.5,9.2,1.51,23.9,NO2
2020-03-05,2020,3,Lucknow,UP,North,123,Moderate,48.8,111.3,19.5,16.5,2.74,0.3,NO2
2020-03-06,2020,3,Lucknow,UP,North,107,Moderate,49.6,101.7,27.6,5.5,1.88,55.7,NO2
2020-03-07,2020,3,Lucknow,UP,North,179,Moderate,84.4,169.7,45.5,9.6,2.93,27.0,PM10
2020-03-08,2020,3,Lucknow,UP,North,57,Satisfactory,30.4,51.2,10.6,7.0,0.79,79.3,NO2
2020-03-09,2020,3,Lucknow,UP,North,102,Moderate,51.6,90.6,18.0,7.7,1.65,39.9,NO2
2020-03-10,2020,3,Lucknow,UP,North,98,Satisfactory,39.0,92.3,16.4,12.7,1.87,38.0,PM10
2020-03-11,2020,3,Lucknow,UP,North,101,Moderate,48.7,80.6,17.0,5.7,1.26,52.6,NO2
2020-03-12,2020,3,Lucknow,UP,North,76,Satisfactory,32.3,61.2,19.1,10.4,1.98,7.0,PM2.5
2020-03-13,2020,3,Lucknow,UP,North,65,Satisfactory,29.3,45.6,13.3,9.4,1.46,17.8,NO2
2020-03-14,2020,3,Lucknow,UP,North,82,Satisfactory,35.8,77.7,13.7,4.6,1.12,55.0,NO2
2020-03-15,2020,3,Lucknow,UP,North,121,Moderate,60.0,87.2,21.9,12.9,3.33,32.6,NO2
2020-03-16,2020,3,Lucknow,UP,North,149,Moderate,59.0,130.1,20.9,9.4,1.93,70.3,NO2
2020-03-17,2020,3,Lucknow,UP,North,243,Poor,116.2,157.8,52.6,25.0,4.63,11.9,NO2
2020-03-18,2020,3,Lucknow,UP,North,117,Moderate,43.9,95.6,25.9,12.4,2.27,52.3,NO2
2020-03-19,2020,3,Lucknow,UP,North,92,Satisfactory,35.8,62.3,18.3,6.9,1.32,51.1,PM10
2020-03-20,2020,3,Lucknow,UP,North,129,Moderate,57.7,122.0,23.6,15.8,2.51,21.2,NO2
2020-03-21,2020,3,Lucknow,UP,North,85,Satisfactory,40.0,74.0,19.5,12.4,1.31,63.4,PM2.5
2020-03-22,2020,3,Lucknow,UP,North,279,Poor,114.9,211.1,64.9,21.5,6.89,25.8,PM2.5
2020-03-23,2020,3,Lucknow,UP,North,130,Moderate,67.9,93.5,22.4,15.3,2.52,60.3,PM2.5
2020-03-24,2020,3,Lucknow,UP,North,76,Satisfactory,39.2,62.4,14.2,11.1,1.69,13.1,PM10
2020-03-25,2020,3,Lucknow,UP,North,191,Moderate,85.7,183.0,32.4,12.0,2.61,76.7,PM10
2020-03-26,2020,3,Lucknow,UP,North,202,Poor,92.0,147.2,52.4,17.8,3.26,89.2,PM10
2020-03-27,2020,3,Lucknow,UP,North,75,Satisfactory,37.3,69.1,17.3,8.3,1.8,39.4,PM10
2020-03-28,2020,3,Lucknow,UP,North,63,Satisfactory,32.6,43.5,13.4,8.6,1.76,51.4,NO2
2020-03-29,2020,3,Lucknow,UP,North,118,Moderate,56.1,93.9,26.1,12.4,1.54,46.1,PM10
2020-03-30,2020,3,Lucknow,UP,North,48,Good,25.9,37.7,6.7,4.0,1.13,48.3,PM10
2020-03-31,2020,3,Lucknow,UP,North,140,Moderate,75.2,119.0,28.1,10.1,1.73,47.3,NO2
2020-04-01,2020,4,Lucknow,UP,North,233,Poor,123.6,153.9,40.1,28.7,3.01,62.8,PM10
2020-04-02,2020,4,Lucknow,UP,North,67,Satisfactory,34.5,58.8,10.8,8.1,1.85,36.8,PM2.5
2020-04-03,2020,4,Lucknow,UP,North,74,Satisfactory,28.6,70.7,15.2,6.1,0.94,22.0,NO2
2020-04-04,2020,4,Lucknow,UP,North,318,Very Poor,145.2,280.7,82.4,46.1,5.69,74.7,PM10
2020-04-05,2020,4,Lucknow,UP,North,115,Moderate,44.3,86.8,24.1,11.0,1.55,79.0,PM10
2020-04-06,2020,4,Lucknow,UP,North,107,Moderate,48.3,86.2,24.3,14.0,2.31,58.0,PM2.5
2020-04-07,2020,4,Lucknow,UP,North,163,Moderate,79.5,147.0,23.1,11.4,4.47,38.4,PM2.5
2020-04-08,2020,4,Lucknow,UP,North,138,Moderate,64.1,113.6,23.4,12.9,3.86,78.1,NO2
2020-04-09,2020,4,Lucknow,UP,North,115,Moderate,54.5,102.9,23.2,6.5,2.76,37.1,PM2.5
2020-04-10,2020,4,Lucknow,UP,North,124,Moderate,55.2,90.1,19.5,7.1,1.82,75.6,PM2.5
2020-04-11,2020,4,Lucknow,UP,North,139,Moderate,57.6,110.0,30.4,11.5,2.1,35.6,PM2.5
2020-04-12,2020,4,Lucknow,UP,North,118,Moderate,50.0,89.3,21.2,11.9,2.7,35.2,PM10
2020-04-13,2020,4,Lucknow,UP,North,76,Satisfactory,33.6,63.8,17.5,7.5,0.93,36.8,PM2.5
2020-04-14,2020,4,Lucknow,UP,North,163,Moderate,86.7,112.0,39.7,12.6,4.52,33.4,PM2.5
2020-04-15,2020,4,Lucknow,UP,North,186,Moderate,73.7,152.1,38.4,20.6,2.77,69.2,NO2
2020-04-16,2020,4,Lucknow,UP,North,202,Poor,106.4,167.2,29.9,27.3,5.16,54.6,NO2
2020-04-17,2020,4,Lucknow,UP,North,40,Good,17.4,33.5,10.0,4.5,1.06,53.8,NO2
2020-04-18,2020,4,Lucknow,UP,North,112,Moderate,42.3,77.3,27.8,11.3,1.47,29.7,PM10
2020-04-19,2020,4,Lucknow,UP,North,145,Moderate,55.9,113.2,24.6,14.1,3.38,69.9,PM10
2020-04-20,2020,4,Lucknow,UP,North,124,Moderate,62.2,79.8,22.3,8.2,1.84,26.1,NO2
2020-04-21,2020,4,Lucknow,UP,North,125,Moderate,60.5,104.5,18.0,13.8,2.29,36.3,PM10
2020-04-22,2020,4,Lucknow,UP,North,153,Moderate,74.2,126.9,24.6,13.8,2.53,57.3,PM10
2020-04-23,2020,4,Lucknow,UP,North,110,Moderate,55.3,96.5,20.2,14.0,2.1,32.7,NO2
2020-04-24,2020,4,Lucknow,UP,North,88,Satisfactory,39.1,64.4,18.2,12.1,1.9,23.6,PM10
2020-04-25,2020,4,Lucknow,UP,North,106,Moderate,44.8,93.9,19.5,12.7,2.89,37.9,PM10
2020-04-26,2020,4,Lucknow,UP,North,168,Moderate,76.2,133.0,39.7,20.0,3.02,38.2,PM2.5
2020-04-27,2020,4,Lucknow,UP,North,77,Satisfactory,32.8,55.8,19.4,5.6,1.99,58.6,PM2.5
2020-04-28,2020,4,Lucknow,UP,North,232,Poor,97.7,211.1,37.7,25.9,5.43,22.2,PM2.5
2020-04-29,2020,4,Lucknow,UP,North,67,Satisfactory,28.5,61.1,10.1,8.6,1.3,55.1,NO2
2020-04-30,2020,4,Lucknow,UP,North,92,Satisfactory,33.8,68.1,21.1,11.2,1.64,45.7,PM10
2020-05-01,2020,5,Lucknow,UP,North,100,Satisfactory,48.1,81.5,15.4,6.3,1.5,66.7,NO2
2020-05-02,2020,5,Lucknow,UP,North,102,Moderate,49.0,73.6,17.6,5.2,1.83,66.3,PM2.5
2020-05-03,2020,5,Lucknow,UP,North,120,Moderate,47.9,89.7,24.6,14.7,1.9,47.8,PM10
2020-05-04,2020,5,Lucknow,UP,North,221,Poor,97.6,178.3,53.3,23.1,4.0,76.7,PM2.5
2020-05-05,2020,5,Lucknow,UP,North,109,Moderate,39.7,84.9,23.3,7.6,1.62,50.4,PM10
2020-05-06,2020,5,Lucknow,UP,North,102,Moderate,42.5,93.7,23.8,8.8,2.39,34.8,PM10
2020-05-07,2020,5,Lucknow,UP,North,263,Poor,105.7,187.2,45.2,15.0,5.17,63.1,PM10
2020-05-08,2020,5,Lucknow,UP,North,161,Moderate,78.1,128.6,23.3,17.9,2.67,19.0,PM2.5
2020-05-09,2020,5,Lucknow,UP,North,101,Moderate,42.2,80.2,21.6,6.5,2.37,38.8,PM10
2020-05-10,2020,5,Lucknow,UP,North,99,Satisfactory,41.3,68.4,25.0,6.8,2.5,42.5,PM10
2020-05-11,2020,5,Lucknow,UP,North,165,Moderate,83.9,147.3,36.3,19.3,4.55,49.5,PM2.5
2020-05-12,2020,5,Lucknow,UP,North,159,Moderate,64.2,113.3,39.1,23.1,2.96,52.7,PM10
2020-05-13,2020,5,Lucknow,UP,North,119,Moderate,57.9,93.4,27.5,14.9,1.76,56.8,PM10
2020-05-14,2020,5,Lucknow,UP,North,276,Poor,113.5,247.1,45.8,37.0,6.65,29.6,PM2.5
2020-05-15,2020,5,Lucknow,UP,North,133,Moderate,58.8,114.4,22.8,17.5,1.75,50.1,PM10
2020-05-16,2020,5,Lucknow,UP,North,97,Satisfactory,43.1,75.6,18.2,9.3,2.12,24.8,PM2.5
2020-05-17,2020,5,Lucknow,UP,North,135,Moderate,72.4,129.5,28.5,8.9,3.76,51.0,PM10
2020-05-18,2020,5,Lucknow,UP,North,190,Moderate,86.2,123.3,35.6,18.6,3.65,45.5,PM10
2020-05-19,2020,5,Lucknow,UP,North,104,Moderate,41.1,71.9,22.3,13.7,1.8,51.8,PM10
2020-05-20,2020,5,Lucknow,UP,North,67,Satisfactory,25.2,47.2,14.5,3.9,1.65,69.3,NO2
2020-05-21,2020,5,Lucknow,UP,North,100,Satisfactory,52.7,87.2,21.3,11.4,2.41,53.1,PM2.5
2020-05-22,2020,5,Lucknow,UP,North,44,Good,21.1,29.6,6.9,4.1,0.98,41.6,PM10
2020-05-23,2020,5,Lucknow,UP,North,110,Moderate,54.1,94.1,18.6,15.5,2.3,57.3,PM10
2020-05-24,2020,5,Lucknow,UP,North,88,Satisfactory,32.2,57.3,18.6,5.2,1.38,22.2,PM2.5
2020-05-25,2020,5,Lucknow,UP,North,113,Moderate,49.6,81.2,19.8,16.1,1.95,26.3,PM10
2020-05-26,2020,5,Lucknow,UP,North,163,Moderate,62.1,132.8,30.8,21.0,3.78,65.4,PM2.5
2020-05-27,2020,5,Lucknow,UP,North,92,Satisfactory,49.0,70.3,16.1,10.4,1.93,65.1,NO2
2020-05-28,2020,5,Lucknow,UP,North,139,Moderate,59.1,131.3,32.4,12.3,2.62,44.4,PM2.5
2020-05-29,2020,5,Lucknow,UP,North,96,Satisfactory,38.8,74.0,14.7,10.7,2.37,45.0,PM10
2020-05-30,2020,5,Lucknow,UP,North,125,Moderate,63.9,116.9,21.6,13.8,2.59,45.9,PM2.5
2020-05-31,2020,5,Lucknow,UP,North,87,Satisfactory,37.2,71.2,15.6,9.6,1.14,62.1,NO2
2020-06-01,2020,6,Lucknow,UP,North,105,Moderate,47.2,81.5,27.1,11.6,2.04,67.4,PM10
2020-06-02,2020,6,Lucknow,UP,North,53,Satisfactory,24.8,47.1,9.3,6.5,1.48,45.7,NO2
2020-06-03,2020,6,Lucknow,UP,North,64,Satisfactory,25.4,44.6,11.6,7.6,0.78,43.1,PM10
2020-06-04,2020,6,Lucknow,UP,North,124,Moderate,47.3,83.7,17.7,17.0,3.32,5.8,PM2.5
2020-06-05,2020,6,Lucknow,UP,North,120,Moderate,54.0,82.9,17.8,17.9,2.56,62.2,PM2.5
2020-06-06,2020,6,Lucknow,UP,North,69,Satisfactory,29.6,49.0,13.3,10.2,0.94,38.9,PM2.5
2020-06-07,2020,6,Lucknow,UP,North,54,Satisfactory,21.0,36.3,9.5,5.6,1.38,50.7,PM2.5
2020-06-08,2020,6,Lucknow,UP,North,115,Moderate,43.3,87.5,18.3,9.2,2.96,38.4,NO2
2020-06-09,2020,6,Lucknow,UP,North,135,Moderate,59.1,116.7,20.2,10.5,3.17,37.7,PM2.5
2020-06-10,2020,6,Lucknow,UP,North,84,Satisfactory,30.4,63.3,20.4,5.8,1.49,77.3,PM2.5
2020-06-11,2020,6,Lucknow,UP,North,84,Satisfactory,32.6,56.5,19.6,7.1,2.02,54.0,NO2
2020-06-12,2020,6,Lucknow,UP,North,86,Satisfactory,46.4,62.9,19.9,7.8,1.75,73.6,PM10
2020-06-13,2020,6,Lucknow,UP,North,104,Moderate,39.3,84.2,26.6,6.1,1.77,36.7,PM10
2020-06-14,2020,6,Lucknow,UP,North,88,Satisfactory,32.0,81.6,14.9,10.9,2.43,23.5,PM2.5
2020-06-15,2020,6,Lucknow,UP,North,80,Satisfactory,38.3,76.0,13.1,9.1,1.16,67.3,NO2
2020-06-16,2020,6,Lucknow,UP,North,74,Satisfactory,33.0,56.7,15.8,4.0,1.41,49.9,NO2
2020-06-17,2020,6,Lucknow,UP,North,71,Satisfactory,35.4,46.6,14.3,7.2,1.58,35.9,PM2.5
2020-06-18,2020,6,Lucknow,UP,North,140,Moderate,61.6,111.0,22.0,19.0,2.1,59.9,PM2.5
2020-06-19,2020,6,Lucknow,UP,North,60,Satisfactory,28.6,47.9,9.8,8.2,0.85,52.4,PM2.5
2020-06-20,2020,6,Lucknow,UP,North,92,Satisfactory,36.7,85.6,14.1,12.1,2.22,36.8,PM10
2020-06-21,2020,6,Lucknow,UP,North,52,Satisfactory,24.7,38.4,13.5,6.4,1.35,19.9,PM2.5
2020-06-22,2020,6,Lucknow,UP,North,87,Satisfactory,31.4,57.5,17.7,5.4,1.36,87.4,PM2.5
2020-06-23,2020,6,Lucknow,UP,North,108,Moderate,43.5,88.0,19.9,14.0,1.36,89.1,PM2.5
2020-06-24,2020,6,Lucknow,UP,North,55,Satisfactory,24.5,39.7,9.5,5.4,0.73,53.5,PM10
2020-06-25,2020,6,Lucknow,UP,North,68,Satisfactory,24.8,52.3,15.5,4.5,1.34,58.9,PM10
2020-06-26,2020,6,Lucknow,UP,North,82,Satisfactory,42.0,64.5,11.5,7.4,1.41,36.0,NO2
2020-06-27,2020,6,Lucknow,UP,North,106,Moderate,49.3,84.9,16.4,6.5,2.27,87.5,NO2
2020-06-28,2020,6,Lucknow,UP,North,60,Satisfactory,30.7,49.6,13.8,6.7,1.36,71.2,NO2
2020-06-29,2020,6,Lucknow,UP,North,81,Satisfactory,35.5,57.7,18.8,6.7,1.45,39.6,PM10
2020-06-30,2020,6,Lucknow,UP,North,48,Good,17.4,37.4,10.6,6.2,0.98,61.5,NO2
2020-07-01,2020,7,Lucknow,UP,North,31,Good,12.1,25.2,4.6,4.0,0.57,52.3,NO2
2020-07-02,2020,7,Lucknow,UP,North,130,Moderate,50.9,121.8,21.0,13.6,2.11,51.0,PM2.5
2020-07-03,2020,7,Lucknow,UP,North,91,Satisfactory,47.4,63.2,21.9,5.0,1.62,42.9,PM2.5
2020-07-04,2020,7,Lucknow,UP,North,74,Satisfactory,33.0,53.9,11.5,10.0,1.72,70.2,PM2.5
2020-07-05,2020,7,Lucknow,UP,North,104,Moderate,53.8,92.4,15.8,5.3,1.87,36.4,PM10
2020-07-06,2020,7,Lucknow,UP,North,100,Satisfactory,44.0,75.2,16.2,13.0,2.02,66.9,PM10
2020-07-07,2020,7,Lucknow,UP,North,64,Satisfactory,33.1,50.1,13.4,7.7,1.08,46.4,PM2.5
2020-07-08,2020,7,Lucknow,UP,North,163,Moderate,65.2,150.6,34.7,10.1,2.68,68.7,PM2.5
2020-07-09,2020,7,Lucknow,UP,North,39,Good,18.8,30.4,8.2,3.6,0.86,57.2,NO2
2020-07-10,2020,7,Lucknow,UP,North,71,Satisfactory,26.9,65.9,13.6,6.0,1.2,3.8,PM2.5
2020-07-11,2020,7,Lucknow,UP,North,139,Moderate,68.6,115.8,28.4,18.4,2.13,65.4,PM2.5
2020-07-12,2020,7,Lucknow,UP,North,46,Good,19.4,34.5,9.2,6.3,0.85,45.8,NO2
2020-07-13,2020,7,Lucknow,UP,North,93,Satisfactory,50.0,87.0,15.1,10.2,1.88,57.4,PM2.5
2020-07-14,2020,7,Lucknow,UP,North,140,Moderate,57.0,125.6,31.3,13.9,2.87,29.7,PM2.5
2020-07-15,2020,7,Lucknow,UP,North,79,Satisfactory,40.6,52.5,18.7,11.6,1.77,35.6,PM2.5
2020-07-16,2020,7,Lucknow,UP,North,71,Satisfactory,35.0,56.2,12.0,10.6,1.27,61.0,PM10
2020-07-17,2020,7,Lucknow,UP,North,89,Satisfactory,36.6,65.6,20.9,5.7,1.46,24.7,PM10
2020-07-18,2020,7,Lucknow,UP,North,79,Satisfactory,29.5,57.6,15.3,8.0,1.35,54.4,PM2.5
2020-07-19,2020,7,Lucknow,UP,North,207,Poor,83.3,158.7,29.2,30.1,2.88,55.6,PM10
2020-07-20,2020,7,Lucknow,UP,North,95,Satisfactory,46.0,88.9,15.9,6.6,1.47,50.1,NO2
2020-07-21,2020,7,Lucknow,UP,North,73,Satisfactory,38.3,61.3,15.2,6.7,1.65,78.0,PM10
2020-07-22,2020,7,Lucknow,UP,North,101,Moderate,41.2,91.9,20.1,6.4,1.81,17.3,NO2
2020-07-23,2020,7,Lucknow,UP,North,172,Moderate,72.6,113.4,33.1,9.6,2.95,41.2,NO2
2020-07-24,2020,7,Lucknow,UP,North,157,Moderate,61.9,134.3,22.5,10.1,2.36,90.3,PM2.5
2020-07-25,2020,7,Lucknow,UP,North,85,Satisfactory,35.8,71.8,16.9,8.0,1.55,59.8,NO2
2020-07-26,2020,7,Lucknow,UP,North,77,Satisfactory,33.8,55.8,16.1,4.1,1.26,28.9,PM10
2020-07-27,2020,7,Lucknow,UP,North,101,Moderate,38.6,95.2,17.0,11.5,2.33,58.7,PM2.5
2020-07-28,2020,7,Lucknow,UP,North,93,Satisfactory,43.3,68.9,20.1,7.0,2.07,89.6,PM2.5
2020-07-29,2020,7,Lucknow,UP,North,41,Good,19.2,36.4,9.8,2.1,0.72,70.7,PM10
2020-07-30,2020,7,Lucknow,UP,North,33,Good,13.2,26.4,7.7,4.9,0.78,32.1,NO2
2020-07-31,2020,7,Lucknow,UP,North,81,Satisfactory,33.2,73.2,19.9,8.3,2.25,49.5,PM10
2020-08-01,2020,8,Lucknow,UP,North,50,Good,26.5,35.2,11.5,4.8,1.15,37.6,PM2.5
2020-08-02,2020,8,Lucknow,UP,North,60,Satisfactory,26.5,48.6,12.7,7.2,0.89,44.5,NO2
2020-08-03,2020,8,Lucknow,UP,North,84,Satisfactory,37.1,68.1,12.7,5.8,1.99,56.6,NO2
2020-08-04,2020,8,Lucknow,UP,North,74,Satisfactory,38.6,63.9,13.0,4.2,1.09,78.0,NO2
2020-08-05,2020,8,Lucknow,UP,North,50,Good,21.0,35.4,12.8,4.6,1.33,25.3,PM2.5
2020-08-06,2020,8,Lucknow,UP,North,161,Moderate,74.1,149.7,28.9,17.1,3.6,71.8,PM10
2020-08-07,2020,8,Lucknow,UP,North,66,Satisfactory,31.8,59.4,13.7,6.6,1.71,32.4,NO2
2020-08-08,2020,8,Lucknow,UP,North,72,Satisfactory,30.9,63.6,13.5,6.3,1.23,34.6,PM2.5
2020-08-09,2020,8,Lucknow,UP,North,74,Satisfactory,35.2,47.4,10.5,5.6,1.81,64.1,NO2
2020-08-10,2020,8,Lucknow,UP,North,84,Satisfactory,38.8,79.6,14.8,10.6,1.43,77.9,PM10
2020-08-11,2020,8,Lucknow,UP,North,104,Moderate,38.6,78.7,16.1,9.0,2.35,61.3,PM2.5
2020-08-12,2020,8,Lucknow,UP,North,82,Satisfactory,40.0,74.9,20.9,12.1,1.16,51.2,PM10
2020-08-13,2020,8,Lucknow,UP,North,79,Satisfactory,40.7,72.7,11.4,10.7,1.63,76.9,PM10
2020-08-14,2020,8,Lucknow,UP,North,81,Satisfactory,29.2,66.0,19.1,4.5,2.25,25.7,NO2
2020-08-15,2020,8,Lucknow,UP,North,152,Moderate,59.5,140.9,30.8,21.4,3.24,109.4,PM2.5
2020-08-16,2020,8,Lucknow,UP,North,90,Satisfactory,41.1,83.6,14.6,9.9,1.37,56.6,NO2
2020-08-17,2020,8,Lucknow,UP,North,94,Satisfactory,47.7,75.3,17.2,7.9,2.36,45.7,PM10
2020-08-18,2020,8,Lucknow,UP,North,66,Satisfactory,33.2,59.8,9.3,3.5,0.95,36.3,PM10
2020-08-19,2020,8,Lucknow,UP,North,59,Satisfactory,29.5,43.3,12.5,8.5,1.32,43.0,PM10
2020-08-20,2020,8,Lucknow,UP,North,75,Satisfactory,29.3,57.0,14.9,5.1,1.26,51.0,NO2
2020-08-21,2020,8,Lucknow,UP,North,107,Moderate,53.7,94.1,23.3,13.4,2.79,35.6,PM10
2020-08-22,2020,8,Lucknow,UP,North,88,Satisfactory,44.3,76.4,17.4,12.3,1.98,77.4,PM10
2020-08-23,2020,8,Lucknow,UP,North,68,Satisfactory,34.0,58.3,16.5,5.8,1.47,50.5,NO2
2020-08-24,2020,8,Lucknow,UP,North,81,Satisfactory,43.0,64.3,20.6,11.4,1.67,33.4,NO2
2020-08-25,2020,8,Lucknow,UP,North,99,Satisfactory,37.7,65.9,18.0,11.8,2.21,42.3,PM10
2020-08-26,2020,8,Lucknow,UP,North,137,Moderate,54.7,89.9,29.1,6.9,2.49,78.5,PM10
2020-08-27,2020,8,Lucknow,UP,North,85,Satisfactory,34.9,66.4,12.7,6.2,1.26,61.4,PM2.5
2020-08-28,2020,8,Lucknow,UP,North,92,Satisfactory,39.0,61.8,20.6,4.6,2.29,51.0,PM10
2020-08-29,2020,8,Lucknow,UP,North,108,Moderate,55.4,96.0,23.6,7.2,1.67,60.6,NO2
2020-08-30,2020,8,Lucknow,UP,North,67,Satisfactory,24.9,60.5,12.9,8.8,1.63,35.1,PM10
2020-08-31,2020,8,Lucknow,UP,North,97,Satisfactory,44.8,78.8,21.6,8.5,2.23,42.1,PM2.5
2020-09-01,2020,9,Lucknow,UP,North,168,Moderate,61.6,123.5,39.5,10.4,3.12,84.3,PM2.5
2020-09-02,2020,9,Lucknow,UP,North,106,Moderate,47.3,84.6,23.4,5.3,2.0,66.3,PM10
2020-09-03,2020,9,Lucknow,UP,North,57,Satisfactory,27.5,53.2,9.9,7.3,1.06,68.6,PM2.5
2020-09-04,2020,9,Lucknow,UP,North,46,Good,18.7,37.1,11.1,2.5,0.89,93.7,NO2
2020-09-05,2020,9,Lucknow,UP,North,48,Good,20.2,36.2,9.6,4.7,0.79,52.1,PM2.5
2020-09-06,2020,9,Lucknow,UP,North,85,Satisfactory,33.6,73.6,19.4,5.1,1.15,47.4,PM2.5
